urn:cts:greekLit:tlg5026.msAim.tm:24.A1.comment	24	ὁτι περισσος ὁ δε⁑
urn:cts:greekLit:tlg5026.msAim.tm:24.A2.comment	24	εν αλλω καλυψε
urn:cts:greekLit:tlg5026.msAim.tm:24.B1.comment	24	οὑτως δια του α ἡ παραληγουσα κτερισαιεν . ⁑
urn:cts:greekLit:tlg5026.msAim.tm:24.B2.comment	24	ἀντι του εοικεν
urn:cts:greekLit:tlg5026.msAim.tm:24.B3.comment	24	abbr_pers_pers16 νεμεσσηθεωμεν δια του θε ⁑
urn:cts:greekLit:tlg5026.msAim.tm:24.1bis.comment	24	ἐν αλλῳ ἐμμεμαυια ⁑
urn:cts:greekLit:tlg5026.msAim.tm:24.2bis.comment	24	γραφεται ἀμφι δε τ'
urn:cts:greekLit:tlg5026.msAim.tm:24.3bis.comment	24	εν τη κατα ριανον ὁς ταχ' ἐμελλον
urn:cts:greekLit:tlg5026.msAim.tm:24.4bis.comment	24	abbr_pers_pers16 ἐξαναβασαι και αἱ πλειους ⁑
urn:cts:greekLit:tlg5026.msAim.tm:24.X1.comment	24	γραφεται ἑν δ' αρα τον γε ⁑
urn:cts:greekLit:tlg5026.msAim.tm:24.X2.comment	24	ὁτι οὑτως εἱπεν ἀντι του εαυτον ⁑
urn:cts:greekLit:tlg5026.msAim.tm:24.X3.comment	24	ἐν αλλω τῃ εἰη ὁς δωρα φερει ⁑
urn:cts:greekLit:tlg5026.msAim.tm:24.X4.comment	24	ὁτι ἀντι του ταχεως ⁑
urn:cts:greekLit:tlg5026.msAim.tm:24.X5.comment	24	οὑτως δια του ν οἱον ⁑
urn:cts:greekLit:tlg5026.msAim.tm:24.1.comment	24	γραφεται φιλῃσι ⁑
urn:cts:greekLit:tlg5026.msAim.tm:24.2.comment	24	ὁτι νεκρον ὁν ἐκτανε ⁑
urn:cts:greekLit:tlg5026.msAim.tm:24.3.comment	24	ὁτι ἀντι εἰς κλισιην ⁑
urn:cts:greekLit:tlg5026.msAim.tm:24.4.comment	24	το πλινθιον το επανω των ἁμαξων τιθεμενον ⁑
urn:cts:greekLit:tlg5026.msAim.tm:24.5.comment	24	abbr_pers_pers16 ἀνωγεν ἐξω του ϊ
urn:cts:greekLit:tlg5026.msAim.tm:24.6.comment	24	abbr_pers_pers16 ανηρετο μυθω :
urn:cts:greekLit:tlg5026.msAim.tm:24.7.comment	24	κατεχοιμι εἰς το ἐσθιειν ⁑
